Issue key,Summary,Custom field (External Issue URL),Custom field (Git Pull Request),Custom field (Release Note),Components,is_magento
ACP2E-4361,Revenues are not Showing in Orders/Invoice Reports in Admin for Canada website/currency,"",https://github.com/magento/magento2/commit/31258bf6,"Some of the order related reports were not applying store currency rates. After the fix, reports properly apply configured store rates.",Analytics / Reporting,true
ACP2E-4364,Items in the mini-cart display foreign currency prices without conversion,"",https://github.com/magento/magento2/commit/1c547060,Mini-cart now correctly converts currency and displays the accurate amount based on configured conversion rates.,Tax,true
ACP2E-4365,Coupon times_used resets after partial invoice cancellation,"",https://github.com/magento/magento2/commit/61c96348,Coupon times_used count is now updated correctly when an order is partially canceled.,Cart & Checkout,true
ACP2E-4366,"Error message ""The product with ID ""1"" does not exist."" is being repeatedly logged in the exception.log","",https://github.com/magento/magento2/commit/61c96348,"Before the fix, critical errors were logged when deleted products were encountered in the Last Ordered Items section. After the fix, merchants can configure whether to log or skip deleted products via the `skipDeletedProductLogging` parameter in di.xml. By default, the behavior remains unchanged for backward compatibility, but merchants can set the parameter to `true` to silently skip deleted products and prevent log noise.",Order,true
ACP2E-4367,Incompatibility with MariaDB 10.11,"",https://github.com/magento/magento2/commit/31258bf6,"Previously, installation of the latest Magento 2 version failed when using MariaDB 10.11, preventing completion of the setup process. This issue was resolved by updating database compatibility handling to support MariaDB 10.11.x during installation.",Framework,true
ACP2E-4372,[Cloud][experienceleague] Catalog Price Rule not applied,"",https://github.com/magento/magento2/commit/61c96348,"Before the fix catalog price rules did not apply when `special_price` was set only at website level (not at ""All Store Views""). After the fix catalog price rules now apply correctly when `special_price` is set at website level by checking the website's default store first.",Promotion,true
ACP2E-4373,Unable to import a customer with an uppercase email address,"",https://github.com/magento/magento2/commit/31258bf6,"Fixed an undefined array key error when importing customers with uppercase emails when Account Sharing is set to Global. Email normalization is now consistent throughout the import process, ensuring customers can be imported regardless of email case. Website-level account sharing behavior remains unchanged.",Import / export,true
ACP2E-4374,Warning message during send invitation functionality,"","","Fixed the issue where the warning message ""Maximum X email addresses allowed"" was not displayed when adding email fields on the Send Invitations page if the ""Allow Customers to Add Custom Message to Invitation Email"" setting was disabled.
Previously, the warning only appeared when custom messages were enabled, creating an inconsistent user experience. Now, the maximum email limit warning is displayed consistently regardless of the custom message configuration setting.",Account,false
ACP2E-4375,Product is out of stock after changing the SKU case,"",https://github.com/magento/inventory/commit/0836c2ed,Modifying the SKU case no longer causes the product to be out-of-stock on the storefront.,Inventory / MSI,true
ACP2E-4376,[Cloud] Media Gallery folder creation requires delete_folder permission in New Media Gallery – roles with only create_folder cannot create folders,"",https://github.com/magento/magento2/commit/61c96348,"Previously, before this fix was implemented, an admin user with only content create folder permission could not create a folder in the CMS media gallery. However, after the fix, content creators in the media gallery can now create folders with only the create folder permission.",Content,true
ACP2E-4378,Product save fails when Catalog Rule active and Realtime mode enabled,"",https://github.com/magento/magento2/commit/f7bbcb4e,Fixed an issue where catalog rule indexing could fail with a DDL transaction error during product save operations by decoupling Catalog Rule indexing from the product transaction.,"Admin UI, Catalog",true
ACP2E-4379,Display balance on Gift Card is not restricted by Website Scope,https://www.panini.it,"",Restricted the Gift Card balance check with the assigned Website Scope.,"Cart & Checkout, Promotion",true
ACP2E-4380,Order by price/price facets with invalid data,"","https://github.com/magento/magento2/commit/1c547060, https://github.com/magento/inventory/commit/1f83ed24","Prior to the fix, bundle prices were not indexed properly when child products were having stock under custom sources. Now, after the fix, bundle prices are indexed properly regardles of child product stock assignment.",Inventory / MSI,true
ACP2E-4384,Double tax on second credit memo refund,"",https://github.com/magento/magento2/commit/61c96348,Fixed incorrect tax calculation in credit memos when creating a partial refund from an invoice after a previous credit memo was created from the order view page.,Order,true
ACP2E-4389,Stock Status incorrectly reset to in stock with the qty after SKU change during staging update,"","","SKU changes are now prohibited for products with an active Scheduled Update; saves will fail with a clear error, and the admin SKU field is disabled during active updates. This prevents MSI inventory inconsistencies caused by SKU changes during staging rollbacks.",Inventory / MSI,false
ACP2E-4394,Async Invoice Refund API Creates Offline Refunds Instead of Online Refunds,"",https://github.com/magento/magento2/commit/61c96348,Fixed async refund operations where refund requests with the `is_online` parameter were not being processed correctly.,"APIs, Import / export",true
ACP2E-4395,"REST API /media endpoint fails for Gift Card products - returns ""The product can't be saved""",https://mcstaging.panini.it/shp_ita_it/,"","Prior to the fix you were allowed to create gift card products that did not include an amount in global scope. With the fix, a validation has been added that checks for amounts in global scope.",APIs,true
ACP2E-4398,Admin dashboard order graph animates into final size,https://github.com/magento/magento2/issues/38860,https://github.com/magento/magento2/commit/f7bbcb4e,The admin dashboard order graph will now display immediately without the need for an unnecessary resizing animation.,Admin UI,true
